case_name,release_date,author_judge,status,appeal_number
"In Re SURGISIL, L.L.P.",2021-10-04,MALLEY,ingested,20-1940
McCutchen v. United States,2021-10-01,Taranto,ingested,20-1188
"In Re VIVINT, INC.",2021-09-29,MALLEY,ingested,20-1992
"Triple Canopy, Inc. v. Secretary of the Air Force",2021-09-29,Schall,ingested,20-2165
"Sri International, Inc. v. Cisco Systems Inc.",2021-09-28,Stoll,ingested,20-1685
"In Re JUNIPER NETWORKS, INC.",2021-09-24,Per Curiam,ingested,21-160
Atilano v. McDonough,2021-09-14,Stoll,ingested,20-1579
"Omega Patents, LLC v. Calamp Corp.",2021-09-14,Hughes,ingested,20-1793
Wanxiang America Corporation v. United States,2021-09-02,Reyna,ingested,20-1044
"Belcher Pharmaceuticals, LLC v. Hospira, Inc.",2021-09-01,STOLL,ingested,20-1799
Lubby Holdings LLC v. Chung,2021-09-01,Newman,ingested,19-2286
"Piano Factory Group, Inc. v. Schiedmayer Celesta Gmbh",2021-09-01,Bryson,ingested,20-1196
Goodluck India Limited v. United States,2021-08-31,Reyna,ingested,20-2017
Bullock v. United States,2021-08-26,DYK,ingested,20-1248
Data Engine Technologies LLC v. Google LLC,2021-08-26,STOLL,ingested,21-1050
"Juno Therapeutics, Inc. v. Kite Pharma, Inc.",2021-08-26,,ingested,20-1758
Larson v. McDonough,2021-08-26,Hughes,ingested,20-1647
"Mlc Intellectual Property LLC v. Micron Technology, Inc.",2021-08-26,Stoll,ingested,20-1413
Universal Secure Registry LLC v. Apple Inc.,2021-08-26,Stoll,ingested,20-2044
"Dyncorp International, LLC v. United States",2021-08-25,Prost,ingested,20-2041
Commscope Technologies LLC v. Dali Wireless Inc.,2021-08-24,STOLL,ingested,20-1817
Commscope Technologies LLC v. Dali Wireless Inc.,2021-08-24,Stoll,ingested,20-1817
National Association v. Treasury,2021-08-23,Reyna,ingested,20-1734
"Campbell Soup Company v. Gamon Plus, Inc.",2021-08-19,Stoll,ingested,20-2344
Hyatt v. Hirshfeld,2021-08-18,Hughes,ingested,20-2321
Valve Corporation v. Ironburg Inventions Ltd.,2021-08-17,Dyk,ingested,20-1315
Eli Lilly and Company v. Teva Pharmaceuticals,2021-08-16,Lourie,ingested,20-1876
Teva Pharmaceuticals v. Eli Lilly and Company,2021-08-16,Lourie,ingested,20-1747
Connor v. DVA,2021-08-12,DYK,ingested,21-1064
Personalweb Technologies LLC v. Google LLC,2021-08-12,Prost,ingested,20-1543
Rodriguez v. DVA,2021-08-12,MALLEY,ingested,19-2025
Jones v. United States,2021-08-11,SCHALL,ingested,20-2298
Seabed Geosolutions (Us) Inc. v. Magseis Ff LLC,2021-08-11,Chen,ingested,20-1237
Buffington v. McDonough,2021-08-06,,ingested,20-1479
"Glaxosmithkline LLC v. Teva Pharmaceuticals USA, Inc.",2021-08-05,Prost,ingested,18-1976
Shell Oil Company v. United States,2021-08-04,,ingested,20-2221
"Andra Group, Lp v. Victoria's Secret Stores, LLC",2021-08-03,Hughes,ingested,20-2009
Mondis Technology Ltd. v. Lg Electronics Inc.,2021-08-03,Hughes,ingested,20-1812
"Omni Medsci, Inc. v. Apple Inc.",2021-08-02,Linn,ingested,20-1715
Military-Veterans Advocacy v. Secretary of Veterans Affairs,2021-07-30,Chen,ingested,19-1600
Ortiz v. McDonough,2021-07-28,CHEN,ingested,20-1911
Qualcomm Incorporated v. Intel Corporation,2021-07-27,Stoll,ingested,20-1589
"Chemours Company Fc, LLC v. Daikin Industries, Ltd.",2021-07-22,Reyna,ingested,20-1289
Taylor v. McDonough,2021-07-22,Stoll,ingested,19-2211
Borusan Mannesmann Boru Sanayi v. American Cast Iron Pipe Co.,2021-07-20,Reyna,ingested,20-2014
Asset Protection & Security v. United States,2021-07-19,Dyk,ingested,21-1008
Stupp Corporation v. United States,2021-07-15,Bryson,ingested,20-1857
Tadlock v. McDonough,2021-07-15,Linn,ingested,20-1762
Straw v. United States,2021-07-14,Per Curiam,ingested,21-1596
Tr International Trading v. United States,2021-07-14,Hughes,ingested,20-1830
Bot M8 LLC v. Sony Corporation of America,2021-07-13,,ingested,20-2218
Transpacific Steel LLC v. United States,2021-07-13,Taranto,ingested,20-2157
Rudisill v. McDonough,2021-07-08,Newman,ingested,20-1637
Adams v. Dhs,2021-07-02,Hughes,ingested,20-1649
"In Re SAMSUNG ELECTRONICS CO., LTD.",2021-06-30,Dyk,ingested,21-139
Taylor v. McDonough,2021-06-30,Wallach,ingested,19-2211
Arellano v. McDonough,2021-06-17,Stoll,ingested,20-1073
Vestal v. Treasury,2021-06-14,Prost,ingested,20-1771
Yu v. Apple Inc.,2021-06-11,Prost,ingested,20-1760
Anania v. McDonough,2021-06-10,Stoll,ingested,20-1086
Chandler v. Phoenix Services LLC,2021-06-10,HUGHES,ingested,20-1848
China Manufacturers Alliance v. United States,2021-06-10,Clevenger,ingested,20-1159
Cameron v. McDonough,2021-06-09,Hughes,ingested,20-1839
Langdon v. McDonough,2021-06-09,Chen,ingested,20-1789
Snyder v. McDonough,2021-06-09,Taranto,ingested,20-2168
"Harmonia Holdings Group, LLC v. United States",2021-06-08,Mayer,ingested,20-1703
Hyatt v. Hirshfeld,2021-06-08,Reyna,ingested,18-2390
Braun v. Hhs,2021-06-04,Stoll,ingested,19-1949
Lynch v. McDonough,2021-06-03,Prost,ingested,20-2067
"Speedtrack, Inc. v. amazon.com, Inc.",2021-06-03,Prost,ingested,20-1573
Sc Johnson & Son Inc. v. United States,2021-06-02,Dyk,ingested,20-1476
Hyatt v. Hirshfeld,2021-06-01,Reyna,ingested,18-2390
"Becton, Dickinson and Company v. Baxter Corporation Englewood",2021-05-28,DYK,ingested,20-1937
"Bio-Rad Laboratories, Inc. v. Itc",2021-05-28,Lourie,ingested,20-1475
"Edgewell Personal Care Brands v. Munchkin, Inc.",2021-05-26,Hughes,ingested,20-1203
Kirby v. Hhs,2021-05-20,CHEN,ingested,20-2064
Conway v. United States,2021-05-17,Moore,ingested,20-1292
Beck v. Navy,2021-05-14,TARANTO,ingested,19-1205
Uttam Galva Steels Limited v. United States,2021-05-14,Dyk,ingested,20-1461
"New Vision Gaming v. Sg Gaming, Inc.",2021-05-13,Moore,ingested,20-1399
"Noaa Maryland, LLC v. Gsa",2021-05-13,Taranto,ingested,20-1548
Trimble Inc. v. Perdiemco LLC,2021-05-12,Dyk,ingested,19-2164
Uniloc 2017 LLC v. Apple Inc.,2021-05-12,Bryson,ingested,20-1403
Free Stream Media Corp. v. Alphonso Inc.,2021-05-11,Reyna,ingested,19-1506
Pacific Biosciences v. Oxford Nanopore Technologies,2021-05-11,STOLL,ingested,20-2155
"Cap Export, LLC v. Zinus, Inc.",2021-05-05,Dyk,ingested,20-2087
Steffen v. United States,2021-05-03,REYNA,ingested,20-1562
Deacero S.A.P.I. De C v. v. US,2021-04-30,Wallach,ingested,20-1918
Flores-Vazquez v. McDonough,2021-04-30,Dyk,ingested,19-1780
Kisor v. McDonough,2021-04-30,Hughes,ingested,16-1929
Kisor v. McDonough,2021-04-30,Hughes,ingested,16-1929
"Bio-Rad Laboratories, Inc. v. Itc",2021-04-29,Taranto,ingested,20-1785
Smith v. McDonough,2021-04-29,Chen,ingested,20-1354
"Janssen Ortho, LLC v. United States",2021-04-26,Wallach,ingested,20-1663
"Mojave Desert Holdings, LLC v. Crocs, Inc.",2021-04-21,Dyk,ingested,20-1167
Morse v. McDonough,2021-04-19,Bryson,ingested,20-1838
Boaz Housing Authority v. United States,2021-04-16,,ingested,19-2325
Raytheon Technologies Corp. v. General Electric Company,2021-04-16,Chen,ingested,20-1755
Apple Inc. v. Qualcomm Incorporated,2021-04-07,Moore,ingested,20-1561
Wi-Lan Inc. v. Sharp Electronics Corporation,2021-04-06,Dyk,ingested,20-1041
Sandwich Isles Communications v. United States,2021-04-01,REYNA,ingested,20-1446
Habas Sinai Ve Tibbi Gazlar v. United States,2021-03-30,Reyna,ingested,20-1506
In Re THE BOARD OF TRUSTEES,2021-03-25,REYNA,ingested,20-1288
Vollono v. McDonough,2021-03-25,Hughes,ingested,19-2319
Kimble v. United States,2021-03-22,HUGHES,ingested,19-1590
George v. McDonough,2021-03-16,Chen,ingested,19-1916
Akpeneye v. United States,2021-03-15,Moore,ingested,20-1622
"Depuy Synthes Products, Inc. v. Veterinary Orthopedic Implant",2021-03-12,Dyk,ingested,20-1514
"Mylan Laboratories Ltd. v. Janssen Pharmaceutica, N.V.",2021-03-12,Moore,ingested,21-1071
In Re THE BOARD OF TRUSTEES,2021-03-11,REYNA,ingested,20-1012
Santos v. Nasa,2021-03-11,Hughes,ingested,19-2345
Columbus Regional Hospital v. United States,2021-03-10,Bryson,ingested,20-1226
Brenner v. DVA,2021-03-09,Wallach,ingested,19-2032
"Edgewell Personal Care Brands v. Munchkin, Inc.",2021-03-09,Moore,ingested,20-1203
"Taylor Energy Company, L.L.C. v. Interior",2021-03-09,,ingested,20-1909
Uniloc 2017 LLC v. Facebook Inc.,2021-03-09,Chen,ingested,19-1688
Meidinger v. United States,2021-03-08,MALLEY,ingested,20-1518
"Authentic Apparel Group, LLC v. United States",2021-03-04,Lourie,ingested,20-1412
"Safeguard Base Operations, LLC v. United States",2021-03-04,Newman,ingested,19-2261
Euzebio v. McDonough,2021-03-03,Wallach,ingested,20-1072
"Rain Computing, Inc. v. Samsung Electronics Co., Ltd.",2021-03-02,MOORE,ingested,20-1646
Arunachalam v. IBM,2021-03-01,Chen,ingested,20-1493
Bayer Healthcare LLC v. Baxalta Inc.,2021-03-01,Stoll,ingested,19-2418
In Re IN RE: AMERICAN FUNDS - AMCAP,2021-03-01,,ingested,60-2424
Creative Management Services v. United States,2021-02-26,Stoll,ingested,20-1449
Bitmanagement Software Gmbh v. United States,2021-02-25,Newman,ingested,20-1139
"Synqor, Inc. v. Vicor Corporation",2021-02-22,HUGHES,ingested,19-1704
"John Bean Technologies Corp. v. Morris & Associates, Inc.",2021-02-19,WALLACH,ingested,20-1090
"Canfield Scientific, Inc. v. Melanoscan, LLC",2021-02-18,REYNA,ingested,19-1927
Giles v. McDonough,2021-02-17,Clevenger,ingested,20-1096
"Synchronoss Technologies, Inc v. Dropbox, Inc.",2021-02-12,Reyna,ingested,19-2196
Amgen Inc. v. Sanofi,2021-02-11,Newman,ingested,20-1074
"Mojave Desert Holdings, LLC v. Crocs, Inc.",2021-02-11,Dyk,ingested,20-1167
"Infinity Computer Products v. Oki Data Americas, Inc.",2021-02-10,Taranto,ingested,20-1189
Sharifi v. United States,2021-02-10,,ingested,19-2382
Chudik v. Hirshfeld,2021-02-08,Taranto,ingested,20-1833
"Cxloyalty, Inc. v. Maritz Holdings Inc.",2021-02-08,Hughes,ingested,20-1307
Holmes v. USPS,2021-02-08,DYK,ingested,19-1973
"Nika Technologies, Inc. v. United States",2021-02-04,HUGHES,ingested,20-1924
"P.K. Management Group, Inc. v. Hud",2021-02-04,Hughes,ingested,20-1260
"M & K Holdings, Inc. v. Samsung Electronics Co., Ltd.",2021-02-01,CHEN,ingested,20-1160
Diamond Sawblades v. United States,2021-01-27,Taranto,ingested,20-1478
Mouton-Miller v. MSPB,2021-01-19,Taranto,ingested,20-1266
Veterans4you LLC v. United States,2021-01-11,Clevenger,ingested,20-1175
James-Cornelius v. Hhs,2021-01-08,CHEN,ingested,19-2404
"Quiktrip West, Inc. v. Weigel Stores, Inc.",2021-01-07,REYNA,ingested,20-1304
"Abs Global, Inc. v. cytonome/st, LLC",2021-01-06,Stoll,ingested,19-2051
Simo Holdings Inc. v. Hong Kong Ucloudlink Network,2021-01-05,Taranto,ingested,19-2411
"Simio, LLC v. Flexsim Software Products",2020-12-29,Stoll,ingested,20-1171
General Electric Company v. Raytheon Technologies Corp.,2020-12-28,Hughes,ingested,19-1319
Bgt Holdings LLC v. United States,2020-12-23,Stoll,ingested,20-1084
General Electric Company v. Raytheon Technologies Corp.,2020-12-23,Hughes,ingested,19-1319
Braun v. Hhs,2020-12-21,TARANTO,ingested,19-1949
Murphy v. Wilkie,2020-12-21,Chen,ingested,19-2064
The Boeing Company v. Secretary of the Air Force,2020-12-21,Lourie,ingested,19-2147
Perry v. Wilkie,2020-12-17,Newman,ingested,20-1311
Tai-Ao Aluminium (Taishan) Co. v. United States,2020-12-17,Dyk,ingested,20-1501
Nova v. Secretary of Veterans Affairs,2020-12-08,Dyk,ingested,20-1321
Harrington v. DVA,2020-12-07,HUGHES,ingested,19-1882
Sionyx LLC v. Hamamatsu Photonics K.K.,2020-12-07,Lourie,ingested,19-2359
"Australian Therapeutic v. Naked Tm, LLC",2020-12-04,Wallach,ingested,19-1567
Esparraguera v. Army,2020-12-04,Moore,ingested,19-2293
Dillinger France S.A. v. United States,2020-12-03,Dyk,ingested,19-2395
Star Pipe Products v. United States,2020-11-30,Chen,ingested,19-2381
"Vidstream LLC v. Twitter, Inc.",2020-11-25,TARANTO,ingested,19-1734
"Network-1 Technologies, Inc. v. Hewlett-Packard Company",2020-11-20,Bryson,ingested,18-2338
Vectura Limited v. Glaxosmithkline LLC,2020-11-19,Bryson,ingested,20-1054
Whitewater West Industries v. Alleshouse,2020-11-19,Taranto,ingested,19-1852
"Sipco, LLC v. Emerson Electric Co.",2020-11-17,Chen,ingested,18-1635
In Re GOOGLE TECHNOLOGY HOLDINGS LLC,2020-11-13,STOLL,ingested,19-1828
"C R Bard Inc. v. Angiodynamics, Inc.",2020-11-10,Reyna,ingested,19-1756
"Ferring B v. v. Allergan, Inc.",2020-11-10,,ingested,20-1098
"Donner Technology, LLC v. Pro Stage Gear, LLC",2020-11-09,Hughes,ingested,20-1104
Hessami v. MSPB,2020-11-09,STOLL,ingested,19-2291
In Re APPLE INC.,2020-11-09,Hughes,ingested,20-135
Valeant Pharmaceuticals v. Mylan Pharmaceuticals,2020-11-05,,ingested,19-2402
Chevron U.S.A. Inc. v. University of Wyoming Research,2020-11-04,Newman,ingested,19-1530
In Re NITRO FLUIDS L.L.C.,2020-10-28,CHEN,ingested,20-142
"Corcamore, LLC v. Sfm, LLC",2020-10-27,HUGHES,ingested,19-1526
American Axle & Manufacturing v. Neapco Holdings LLC,2020-10-23,TARANTO,ingested,18-1763
"Tecsec, Inc. v. Adobe Inc.",2020-10-23,Taranto,ingested,19-2192
Monk v. Wilkie,2020-10-20,Reyna,ingested,19-1094
Posco v. United States,2020-10-15,Reyna,ingested,19-1213
"St. Jude Medical, LLC v. Snyders Heart Valve LLC",2020-10-15,Taranto,ingested,19-2108
"Warsaw Orthopedic, Inc. v. Sasso",2020-10-14,Newman,ingested,19-1583
Immunex Corporation v. Sanofi-Aventis U.S. LLC,2020-10-13,Taranto,ingested,19-1749
"Antennasys, Inc. v. Aqyr Technologies, Inc.",2020-10-07,REYNA,ingested,19-2244
"Glaxosmithkline LLC v. Teva Pharmaceuticals USA, Inc.",2020-10-02,Newman,ingested,18-1976
"Biogen Ma Inc. v. Emd Serono, Inc.",2020-09-28,Linn,ingested,19-1133
Mote v. Wilkie,2020-09-28,Stoll,ingested,19-2367
"Apple Inc. v. voip-pal.com, Inc.",2020-09-25,Reyna,ingested,18-1456
"Network-1 Technologies, Inc. v. Hewlett-Packard Company",2020-09-24,Bryson,ingested,18-2338
Shea v. United States,2020-09-24,Hughes,ingested,19-2130
Ramirez v. Dhs,2020-09-15,Reyna,ingested,19-1534
Batcher v. Wilkie,2020-09-11,Hughes,ingested,19-2116
"Facebook, Inc. v. Windy City Innovations, LLC",2020-09-04,,ingested,18-1400
Changzhou Trina Solar Energy v. United States,2020-09-03,Wallach,ingested,20-1004
Taylor Energy Company LLC v. United States,2020-09-03,,ingested,19-1983
"Oracle America, Inc. v. United States",2020-09-02,Bryson,ingested,19-2326
Gumpenberger v. Wilkie,2020-09-01,Chen,ingested,19-1904
Kellogg Brown & Root Services v. Secretary of the Army,2020-09-01,Dyk,ingested,19-1683
"Egenera, Inc. v. Cisco Systems, Inc.",2020-08-28,Stoll,ingested,19-2015
"Omg, Inc. v. United States",2020-08-28,Stoll,ingested,19-2131
"Baxalta Inc. v. Genentech, Inc.",2020-08-27,Tbd,ingested,19-1527
Garvey v. Wilkie,2020-08-27,Dyk,ingested,20-1128
"Neville v. Foundation Constructors, Inc.",2020-08-27,CHEN,ingested,20-1132
"Phytelligence, Inc. v. Washington State University",2020-08-27,Reyna,ingested,19-2216
Kiewit Infrastructure West Co. v. United States,2020-08-26,Mayer,ingested,19-2125
Harris v. SEC,2020-08-25,Hughes,ingested,19-1676
"Christy, Inc. v. United States",2020-08-24,Hughes,ingested,19-1738
Burkhart v. Wilkie,2020-08-21,Hughes,ingested,19-1667
Dyer v. Air Force,2020-08-21,Taranto,ingested,19-2185
Sowinski v. California Air Resources Board,2020-08-21,SCHALL,ingested,19-1558
"Security People, Inc. v. Iancu",2020-08-20,Hughes,ingested,19-2118
Cottingham v. Hhs,2020-08-19,Reyna,ingested,19-1596
Lang v. Wilkie,2020-08-19,,ingested,19-1992
"Community Health Choice, Inc. v. United States",2020-08-14,Dyk,ingested,19-1633
Sanford Health Plan v. United States,2020-08-14,Taranto,ingested,19-1290
Agility Public Warehousing Co. v. United States,2020-08-12,Reyna,ingested,19-1886
Kisor v. Wilkie,2020-08-12,Schall,ingested,16-1929
Dupuch-Carron v. Hhs,2020-08-11,Clevenger,ingested,20-1137
The Boeing Company v. United States,2020-08-10,Taranto,ingested,19-2148
"Parsons Evergreene, LLC v. Secretary of the Air Force",2020-08-07,Dyk,ingested,19-1931
NVLSP v. United States,2020-08-06,Hughes,ingested,19-1081
Arellano v. Wilkie,2020-08-05,Stoll,ingested,20-1073
Godo Kaisha Ip Bridge 1 v. Tcl Communication Technology,2020-08-04,,ingested,19-2215
"Bio-Rad Laboratories, Inc. v. 10x Genomics Inc.",2020-08-03,,ingested,19-2255
"Fastship, LLC v. United States",2020-08-03,CHEN,ingested,19-2360
"Illumina, Inc. v. Ariosa Diagnostics, Inc.",2020-08-03,Lourie,ingested,19-1419
"Alacritech, Inc. v. Intel Corporation",2020-07-31,Stoll,ingested,19-1467
American Axle & Manufacturing v. Neapco Holdings LLC,2020-07-31,Stoll,ingested,18-1763
American Axle & Manufacturing v. Neapco Holdings LLC,2020-07-31,Dyk,ingested,18-1763
American Axle & Manufacturing v. Neapco Holdings LLC,2020-07-31,Taranto,ingested,18-1763
Ibsa Institut Biochimique v. Teva Pharmaceuticals USA,2020-07-31,Hughes,ingested,19-2400
Takeda Pharmaceuticals U.S.A. v. Mylan Pharmaceuticals Inc.,2020-07-31,Hughes,ingested,20-1407
"Xy, LLC v. Trans Ova Genetics, Lc",2020-07-31,Stoll,ingested,19-1789
"Fanduel, Inc. v. Interactive Games LLC",2020-07-29,HUGHES,ingested,19-1393
"Australian Therapeutic v. Naked Tm, LLC",2020-07-27,REYNA,ingested,19-1567
"Gensetix, Inc. v. Baylor College of Medicine",2020-07-24,Newman,ingested,19-1424
"Uniloc 2017 LLC v. Hulu, LLC",2020-07-22,Wallach,ingested,19-1686
Prestonback v. United States,2020-07-20,Stoll,ingested,19-1166
Merritt v. Wilkie,2020-07-17,Dyk,ingested,19-1095
Simmons v. Wilkie,2020-07-17,Chen,ingested,19-1519
"Mayborn Group, Ltd. v. Itc",2020-07-16,WALLACH,ingested,19-2077
Hardy v. United States,2020-07-15,Stoll,ingested,19-1793
Jones v. Wilkie,2020-07-15,Bryson,ingested,18-2376
Prosperity Tieh Enterprise Co. v. United States,2020-07-15,Reyna,ingested,19-1400
Sellers v. Wilkie,2020-07-15,Clevenger,ingested,19-1769
"Dana-Farber Cancer Institute v. Ono Pharmaceutical Co., Ltd.",2020-07-14,Lourie,ingested,19-2050
"Packet Intelligence LLC v. Netscout Systems, Inc.",2020-07-14,Lourie,ingested,19-2041
"Uniloc 2017 LLC v. Apple, Inc.",2020-07-09,Mayer,ingested,19-1922
"Fitbit, Inc. v. Valencell, Inc.",2020-07-08,Newman,ingested,19-1048
In Re BOLORO GLOBAL LIMITED,2020-07-07,Dyk,ingested,19-2349
"Genentech, Inc. v. Immunex Rhode Island Corp.",2020-07-06,Moore,ingested,19-2155
Apple Inc. v. United States,2020-07-02,Wallach,ingested,19-1869
Bank of America Corporation v. United States,2020-07-02,Wallach,ingested,19-2357
"Electronic Communication v. shopperschoice.com, LLC",2020-07-01,Wallach,ingested,19-2087
Immunex Corporation v. Sandoz Inc.,2020-07-01,Reyna,ingested,20-1037
Sharpe v. Hhs,2020-07-01,Reyna,ingested,19-1951
Avalos v. Hud,2020-06-26,Hughes,ingested,19-1118
"B/E Aerospace, Inc. v. C&D Zodiac, Inc",2020-06-26,Moore,ingested,19-1935
"Adidas Ag v. Nike, Inc.",2020-06-25,CHEN,ingested,19-1787
Shoes by Firebug LLC v. Stride Rite Children's Group,2020-06-25,MALLEY,ingested,19-1622
"Solarworld Americas, Inc. v. United States",2020-06-24,Dyk,ingested,19-1591
Alford v. United States,2020-06-19,Dyk,ingested,19-1678
In Re PERSONALWEB TECHNOLOGIES LLC,2020-06-17,Bryson,ingested,19-1918
Inserso Corp. v. United States,2020-06-15,Taranto,ingested,19-1933
"Jinko Solar Co., Ltd. v. United States",2020-06-15,Newman,ingested,18-2194
Oliva v. United States,2020-06-15,WALLACH,ingested,19-2059
First Mortgage Corporation v. United States,2020-06-12,WALLACH,ingested,19-1798
Carr v. Wilkie,2020-06-11,Hughes,ingested,19-2441
Young v. MSPB,2020-06-11,MALLEY,ingested,19-2268
"Munchkin, Inc. v. Luv N' Care, Ltd.",2020-06-08,Chen,ingested,19-1454
"Amneal Pharmaceuticals LLC v. Almirall, LLC",2020-06-04,Dyk,ingested,20-1106
"Agile Defense, Inc. v. United States",2020-06-02,Mayer,ingested,19-1954
Adkins v. United States,2020-05-29,,ingested,19-1356
Caquelin v. United States,2020-05-29,Taranto,ingested,19-1385
"Guarantee Company of North v. Ikhana, LLC",2020-05-29,Moore,ingested,18-1394
"cooper/ports America, LLC v. Secretary of Defense",2020-05-29,Dyk,ingested,19-1692
Odyssey Logistics and Tech. v. Iancu,2020-05-22,Hughes,ingested,19-1066
California Ridge Wind Energy v. United States,2020-05-21,Taranto,ingested,19-1463
"McRo, Inc. v. Bandai Namco Games America",2020-05-20,Taranto,ingested,19-1557
Electric Boat Corporation v. Secretary of the Navy,2020-05-19,Moore,ingested,19-1621
"Esip Series 2, LLC v. Puzhen Life USA, LLC",2020-05-19,HUGHES,ingested,19-1659
Lozano v. Hhs,2020-05-18,TARANTO,ingested,19-2138
Cochlear Bone Anchored v. Oticon Medical Ab,2020-05-15,TARANTO,ingested,19-1105
Taylor v. United States,2020-05-15,Taranto,ingested,19-1901
"Electronic Communication v. shopperschoice.com, LLC",2020-05-14,Wallach,ingested,19-1587
Lanard Toys Limited v. Dolgencorp LLC,2020-05-14,WALLACH,ingested,19-1781
Schwendimann v. Arkwright Advanced Coating,2020-05-13,Wallach,ingested,18-2416
"Virnetx Inc. v. Cisco Systems, Inc.",2020-05-13,,ingested,19-1671
